customer_id,total_visits,total_spend_inr,avg_order_value,days_active,first_visit,last_visit,estimated_clv_inr,customer_segment,age,gender,area,is_loyalty_member
C00476,153,419747.58,2743.45,1082,2022-01-15,2024-12-31,1528763.83,Premium High Spender,42,Female,Kandivali,False
C00477,127,67078.75,528.18,1070,2022-01-11,2024-12-15,102029.49,Occasional Visitor,31,Male,Andheri,False
C00478,132,76755.48,581.48,1067,2022-01-28,2024-12-29,136489.32,Occasional Visitor,40,Female,Bandra,False
C00479,135,62275.31,461.3,1096,2022-01-01,2024-12-31,264717.9,Office Lunch Customer,42,Male,Thane,False
C00480,141,259193.52,1838.25,1088,2022-01-06,2024-12-28,618790.12,Weekend Family Diner,34,Male,Kurla,False
C00481,146,285177.23,1953.27,1084,2022-01-09,2024-12-27,885105.84,Weekend Family Diner,48,Female,Kurla,False
C00482,132,29058.32,220.14,1087,2022-01-10,2024-12-31,83659.51,Student Budget Diner,23,Female,Andheri,False
C00483,126,365451.09,2900.41,1081,2022-01-14,2024-12-29,672399.8,Premium High Spender,48,Male,Andheri,True
C00484,140,264197.41,1887.12,1076,2022-01-18,2024-12-28,546462.88,Weekend Family Diner,40,Female,Borivali,False
C00485,147,430677.98,2929.78,1072,2022-01-04,2024-12-10,1511863.19,Premium High Spender,48,Male,Powai,True
C00486,145,34268.87,236.34,1069,2022-01-19,2024-12-22,130291.38,Student Budget Diner,21,Male,Borivali,False
C00487,161,36387.26,226.01,1092,2022-01-05,2024-12-31,64862.72,Student Budget Diner,28,Male,Worli,False
C00488,138,91848.93,665.57,1089,2022-01-05,2024-12-28,376052.4,Late Night Delivery User,28,Female,Juhu,True
C00489,136,238686.47,1755.05,1061,2022-01-16,2024-12-11,709252.94,Weekend Family Diner,39,Female,Kandivali,True
C00490,133,371563.31,2793.71,1081,2022-01-12,2024-12-27,1434510.31,Premium High Spender,45,Female,Colaba,True
C00491,152,33083.81,217.66,1093,2022-01-01,2024-12-28,105829.93,Student Budget Diner,21,Male,Kandivali,True
C00492,148,270303.42,1826.37,1092,2022-01-05,2024-12-31,1104114.59,Weekend Family Diner,38,Male,Andheri,True
C00493,152,71658.75,471.44,1083,2022-01-14,2024-12-31,267183.71,Office Lunch Customer,28,Female,Kandivali,True
C00494,134,69298.19,517.15,1091,2022-01-06,2024-12-31,141953.61,Occasional Visitor,23,Female,Powai,False
C00495,152,70741.43,465.4,1074,2022-01-23,2024-12-31,259007.71,Office Lunch Customer,29,Male,Colaba,False
C00496,146,90602.01,620.56,1081,2022-01-10,2024-12-25,249577.82,Late Night Delivery User,27,Other,Worli,False
C00497,156,71998.21,461.53,1090,2022-01-02,2024-12-26,203201.35,Office Lunch Customer,38,Male,Juhu,False
C00498,149,96536.87,647.9,1069,2022-01-28,2024-12-31,305649.79,Late Night Delivery User,33,Male,Thane,False
C00499,156,466574.43,2990.86,1083,2022-01-09,2024-12-26,1190634.28,Premium High Spender,45,Male,Santacruz,False
C00500,129,257538.31,1996.42,1084,2022-01-13,2024-12-31,751274.44,Weekend Family Diner,30,Female,Borivali,True
C00501,151,421907.84,2794.09,1094,2022-01-01,2024-12-29,1571746.09,Premium High Spender,37,Female,Goregaon,False
C00502,147,67576.81,459.71,1083,2022-01-08,2024-12-25,260310.74,Office Lunch Customer,42,Male,Worli,True
C00503,130,250615.6,1927.81,1078,2022-01-19,2024-12-31,1096043.43,Weekend Family Diner,53,Male,Kurla,False
C00504,159,103323.33,649.83,1096,2022-01-01,2024-12-31,378611.21,Late Night Delivery User,19,Female,Vile Parle,True
C00505,149,75716.02,508.16,1088,2022-01-06,2024-12-28,244926.81,Office Lunch Customer,32,Female,Malad,False
C00506,129,28121.26,217.99,1090,2022-01-07,2024-12-31,99585.2,Student Budget Diner,26,Male,Borivali,False
C00507,142,66372.33,467.41,1092,2022-01-05,2024-12-31,172166.99,Office Lunch Customer,34,Female,Bandra,False
C00508,154,101068.79,656.29,1083,2022-01-14,2024-12-31,353216.89,Late Night Delivery User,28,Female,Malad,False
C00509,127,250975.58,1976.19,1088,2022-01-09,2024-12-31,957739.77,Weekend Family Diner,45,Male,Santacruz,True
C00510,128,234982.06,1835.8,1078,2022-01-05,2024-12-17,721190.69,Weekend Family Diner,41,Male,Borivali,False
C00511,132,89388.78,677.19,1082,2022-01-14,2024-12-30,152713.07,Late Night Delivery User,18,Male,Worli,False
C00512,145,79012.07,544.91,1084,2022-01-10,2024-12-28,139834.52,Occasional Visitor,43,Female,Kandivali,False
C00513,150,70064.45,467.1,1079,2022-01-06,2024-12-19,206381.4,Office Lunch Customer,29,Male,Malad,True
C00514,172,90634.19,526.94,1089,2022-01-04,2024-12-27,247941.36,Occasional Visitor,45,Female,Andheri,False
C00515,138,28412.34,205.89,1089,2022-01-08,2024-12-31,44005.83,Student Budget Diner,28,Male,Kandivali,False
C00516,126,246660.95,1957.63,1050,2022-02-14,2024-12-29,729654.62,Weekend Family Diner,41,Female,Juhu,False
C00517,160,80387.38,502.42,1087,2022-01-08,2024-12-29,125556.63,Office Lunch Customer,27,Male,Worli,True
C00518,128,239929.42,1874.45,1088,2022-01-08,2024-12-30,788592.1,Weekend Family Diner,38,Male,Andheri,True
C00519,131,241806.4,1845.85,1091,2022-01-06,2024-12-31,741069.69,Weekend Family Diner,41,Female,Kandivali,False
C00520,137,30475.28,222.45,1084,2022-01-11,2024-12-29,88538.09,Student Budget Diner,18,Male,Andheri,True
C00521,146,95523.57,654.27,1079,2022-01-17,2024-12-30,278090.04,Late Night Delivery User,18,Female,Goregaon,False
C00522,139,362567.25,2608.4,1083,2022-01-05,2024-12-22,936814.95,Premium High Spender,34,Male,Borivali,False
C00523,130,269939.26,2076.46,1094,2022-01-01,2024-12-29,913175.1,Weekend Family Diner,45,Male,Juhu,False
C00524,140,75856.0,541.83,1055,2022-02-05,2024-12-25,240892.42,Occasional Visitor,20,Male,Worli,False
C00525,136,394602.45,2901.49,1093,2022-01-01,2024-12-28,1086227.61,Premium High Spender,47,Male,Worli,True
C00526,145,29259.8,201.79,1091,2022-01-05,2024-12-30,109805.05,Student Budget Diner,18,Male,Kurla,False
C00527,127,56904.89,448.07,1068,2022-01-29,2024-12-31,89298.12,Office Lunch Customer,36,Male,Powai,False
C00528,151,281252.66,1862.6,1067,2022-01-05,2024-12-06,1236975.11,Weekend Family Diner,40,Male,Goregaon,True
C00529,140,73028.17,521.63,1082,2022-01-10,2024-12-26,257300.5,Office Lunch Customer,35,Other,Colaba,False
C00530,147,95042.83,646.55,1091,2022-01-03,2024-12-28,301986.17,Late Night Delivery User,36,Female,Powai,True
C00531,136,79887.0,587.4,1090,2022-01-02,2024-12-26,245135.1,Late Night Delivery User,23,Female,Malad,False
C00532,144,63611.34,441.75,1077,2022-01-01,2024-12-12,135025.01,Office Lunch Customer,32,Male,Malad,True
C00533,138,389077.63,2819.4,1081,2022-01-12,2024-12-27,872268.65,Premium High Spender,47,Female,Santacruz,False
C00534,143,90124.48,630.24,1089,2022-01-06,2024-12-29,297802.05,Late Night Delivery User,35,Female,Worli,True
C00535,126,82053.87,651.22,1078,2022-01-08,2024-12-20,298340.01,Late Night Delivery User,28,Female,Borivali,True
C00536,144,97117.89,674.43,1087,2022-01-09,2024-12-30,221997.54,Late Night Delivery User,28,Male,Thane,False
C00537,132,81791.15,619.63,1087,2022-01-05,2024-12-26,352458.89,Late Night Delivery User,24,Female,Worli,True
C00538,157,306181.56,1950.2,1068,2022-01-29,2024-12-31,1097674.79,Weekend Family Diner,33,Male,Kandivali,False
C00539,154,308649.39,2004.22,1096,2022-01-01,2024-12-31,689725.92,Weekend Family Diner,33,Male,Kandivali,False
C00540,138,79173.06,573.72,1070,2022-01-27,2024-12-31,120723.72,Occasional Visitor,36,Male,Santacruz,True
C00541,148,73848.54,498.98,1070,2022-01-25,2024-12-29,111092.43,Office Lunch Customer,30,Male,Bandra,False
C00542,145,275945.36,1903.07,1088,2022-01-04,2024-12-26,799882.5,Weekend Family Diner,33,Male,Andheri,False
C00543,146,416722.04,2854.26,1029,2022-03-09,2024-12-31,848290.19,Premium High Spender,44,Male,Malad,False
C00544,127,372090.1,2929.84,1082,2022-01-11,2024-12-27,1100380.26,Premium High Spender,39,Female,Dadar,False
C00545,141,31683.74,224.71,1086,2022-01-07,2024-12-27,125381.09,Student Budget Diner,18,Female,Santacruz,True
C00546,136,87761.01,645.3,1083,2022-01-13,2024-12-30,158168.56,Late Night Delivery User,22,Male,Worli,False
C00547,151,425517.45,2818.0,1091,2022-01-01,2024-12-26,1524153.61,Premium High Spender,43,Female,Bandra,False
C00548,135,257679.34,1908.74,1090,2022-01-05,2024-12-29,990209.71,Weekend Family Diner,29,Female,Bandra,False
C00549,147,95693.58,650.98,1093,2022-01-04,2024-12-31,391821.79,Late Night Delivery User,19,Female,Colaba,False
C00550,139,96090.3,691.3,1084,2022-01-06,2024-12-24,365383.5,Late Night Delivery User,36,Female,Vile Parle,False
C00551,128,59007.91,461.0,1087,2022-01-07,2024-12-28,92053.1,Office Lunch Customer,26,Female,Juhu,False
C00552,135,386548.18,2863.32,1094,2022-01-01,2024-12-29,912935.92,Premium High Spender,39,Female,Malad,False
C00553,167,36497.59,218.55,1085,2022-01-02,2024-12-21,102924.48,Student Budget Diner,26,Male,Worli,True
C00554,148,294961.28,1992.98,1093,2022-01-04,2024-12-31,1027323.42,Weekend Family Diner,43,Female,Juhu,False
C00555,149,35044.43,235.2,1095,2022-01-02,2024-12-31,92261.43,Student Budget Diner,18,Male,Goregaon,False
C00556,146,29474.2,201.88,1089,2022-01-02,2024-12-25,106513.58,Student Budget Diner,18,Male,Thane,False
C00557,128,28004.17,218.78,1095,2022-01-01,2024-12-30,49119.25,Student Budget Diner,25,Male,Borivali,True
C00558,135,250297.25,1854.05,1090,2022-01-05,2024-12-29,436529.24,Weekend Family Diner,45,Male,Goregaon,False
C00559,145,280600.99,1935.18,1093,2022-01-02,2024-12-29,1142249.25,Weekend Family Diner,36,Male,Dadar,False
C00560,128,27828.97,217.41,1087,2022-01-04,2024-12-25,88672.94,Student Budget Diner,18,Male,Borivali,False
C00561,134,80562.08,601.21,1093,2022-01-02,2024-12-29,293788.13,Late Night Delivery User,27,Female,Bandra,False
C00562,140,398408.1,2845.77,1085,2022-01-12,2024-12-31,1066011.46,Premium High Spender,51,Male,Andheri,False
C00563,149,68414.59,459.16,1077,2022-01-20,2024-12-31,220399.2,Office Lunch Customer,42,Male,Andheri,False
C00564,124,84893.3,684.62,1081,2022-01-09,2024-12-24,172807.12,Late Night Delivery User,35,Female,Kandivali,True
C00565,133,369335.42,2776.96,1076,2022-01-12,2024-12-22,1107055.97,Premium High Spender,36,Female,Goregaon,False
C00566,136,397817.09,2925.13,1095,2022-01-02,2024-12-31,953636.25,Premium High Spender,54,Other,Kandivali,False
C00567,112,24618.39,219.81,1071,2022-01-22,2024-12-27,106793.96,Student Budget Diner,18,Male,Juhu,False
C00568,130,259835.34,1998.73,1042,2022-02-23,2024-12-30,999907.01,Weekend Family Diner,35,Male,Borivali,True
C00569,142,89577.2,630.83,1093,2022-01-04,2024-12-31,358706.7,Late Night Delivery User,39,Female,Bandra,False
C00570,145,95772.94,660.5,1064,2022-01-31,2024-12-29,382348.76,Late Night Delivery User,22,Female,Santacruz,True
C00571,134,255053.68,1903.39,1086,2022-01-02,2024-12-22,598438.25,Weekend Family Diner,49,Male,Colaba,False
C00572,133,391261.85,2941.82,1092,2022-01-05,2024-12-31,837586.23,Premium High Spender,49,Female,Kurla,False
C00573,148,293691.64,1984.4,1089,2022-01-08,2024-12-31,606048.03,Weekend Family Diner,31,Female,Borivali,True
C00574,138,89198.45,646.37,1084,2022-01-05,2024-12-23,307171.6,Late Night Delivery User,32,Other,Juhu,False
C00575,127,57270.08,450.95,1096,2022-01-01,2024-12-31,108642.62,Office Lunch Customer,34,Female,Dadar,False
C00576,141,255677.59,1813.32,1089,2022-01-07,2024-12-30,1000795.84,Weekend Family Diner,40,Male,Juhu,True
C00577,126,254245.47,2017.82,1079,2022-01-16,2024-12-29,1102111.35,Weekend Family Diner,46,Other,Bandra,False
C00578,143,65922.45,461.0,1096,2022-01-01,2024-12-31,148610.11,Office Lunch Customer,18,Female,Worli,False
C00579,154,279761.49,1816.63,1088,2022-01-08,2024-12-30,1021925.78,Weekend Family Diner,34,Male,Colaba,True
C00580,149,33310.67,223.56,1070,2022-01-23,2024-12-27,90479.13,Student Budget Diner,28,Male,Kandivali,False
C00581,139,271579.47,1953.81,1080,2022-01-07,2024-12-21,481524.88,Weekend Family Diner,24,Female,Kandivali,True
C00582,137,29891.42,218.19,1073,2022-01-21,2024-12-28,46494.55,Student Budget Diner,19,Male,Vile Parle,False
C00583,108,64099.37,593.51,1095,2022-01-02,2024-12-31,227478.07,Late Night Delivery User,25,Male,Santacruz,False
C00584,151,74260.94,491.79,1079,2022-01-02,2024-12-15,283025.39,Office Lunch Customer,26,Male,Bandra,False
C00585,128,367518.48,2871.24,1089,2022-01-07,2024-12-30,558128.76,Premium High Spender,45,Female,Kandivali,False
C00586,145,86883.79,599.2,1090,2022-01-07,2024-12-31,245788.9,Late Night Delivery User,18,Female,Colaba,False
C00587,147,435177.06,2960.39,1087,2022-01-08,2024-12-29,1725538.36,Premium High Spender,45,Male,Powai,False
C00588,146,316477.45,2167.65,1090,2022-01-07,2024-12-31,1381065.36,Weekend Family Diner,36,Male,Malad,False
C00589,162,34846.63,215.1,1077,2022-01-14,2024-12-25,53757.0,Student Budget Diner,28,Male,Powai,False
C00590,129,61793.31,479.02,1086,2022-01-08,2024-12-28,103415.13,Office Lunch Customer,32,Male,Malad,True
C00591,140,83526.08,596.61,1087,2022-01-08,2024-12-29,319401.19,Late Night Delivery User,31,Female,Andheri,False
C00592,145,73135.8,504.38,1075,2022-01-18,2024-12-27,221409.65,Office Lunch Customer,30,Female,Colaba,False
C00593,150,441414.26,2942.76,1091,2022-01-06,2024-12-31,779106.77,Premium High Spender,31,Other,Vile Parle,True
C00594,142,258632.06,1821.35,1083,2022-01-06,2024-12-23,1070564.12,Weekend Family Diner,43,Male,Borivali,False
C00595,161,288429.16,1791.49,1094,2022-01-03,2024-12-31,671355.6,Weekend Family Diner,28,Male,Kandivali,False
C00596,145,93982.09,648.15,1085,2022-01-07,2024-12-26,380571.47,Late Night Delivery User,21,Female,Santacruz,False
C00597,138,67777.32,491.14,1076,2022-01-19,2024-12-29,149330.63,Occasional Visitor,38,Male,Dadar,False
C00598,151,95204.42,630.49,1083,2022-01-14,2024-12-31,233857.27,Late Night Delivery User,35,Male,Kurla,False
C00599,144,67988.95,472.15,1076,2022-01-03,2024-12-13,213088.64,Office Lunch Customer,30,Female,Goregaon,True
C00600,125,78091.08,624.73,1094,2022-01-01,2024-12-29,272878.35,Late Night Delivery User,38,Female,Juhu,False
C00601,162,119115.87,735.28,1093,2022-01-04,2024-12-31,514368.14,Late Night Delivery User,31,Female,Kandivali,False
C00602,148,266839.87,1802.97,1091,2022-01-06,2024-12-31,563748.94,Weekend Family Diner,34,Male,Kandivali,False
C00603,151,286923.65,1900.16,1087,2022-01-08,2024-12-29,956603.36,Weekend Family Diner,39,Female,Powai,False
C00604,127,239796.7,1888.16,1088,2022-01-05,2024-12-27,439664.68,Weekend Family Diner,41,Female,Santacruz,False
C00605,143,32597.4,227.95,1073,2022-01-24,2024-12-31,99102.82,Student Budget Diner,19,Male,Juhu,False
C00606,146,29985.21,205.38,1076,2022-01-21,2024-12-31,49496.43,Student Budget Diner,25,Male,Vile Parle,True
C00607,133,62207.41,467.72,1082,2022-01-05,2024-12-21,208240.82,Office Lunch Customer,32,Female,Vile Parle,False
C00608,137,28394.38,207.26,1084,2022-01-09,2024-12-27,88335.1,Student Budget Diner,18,Female,Juhu,True
C00609,136,70657.71,519.54,1082,2022-01-12,2024-12-28,289862.35,Occasional Visitor,41,Other,Kandivali,True
C00610,114,24699.08,216.66,1087,2022-01-04,2024-12-25,107012.43,Student Budget Diner,31,Male,Dadar,False
C00611,138,252997.25,1833.31,1096,2022-01-01,2024-12-31,390875.08,Weekend Family Diner,42,Male,Bandra,True
C00612,129,62359.78,483.41,1072,2022-01-25,2024-12-31,190590.33,Office Lunch Customer,30,Male,Juhu,False
C00613,117,216370.23,1849.32,1080,2022-01-15,2024-12-29,939519.36,Weekend Family Diner,52,Female,Goregaon,True
C00614,155,309338.48,1995.73,1095,2022-01-02,2024-12-31,841674.9,Weekend Family Diner,35,Female,Kandivali,False
C00615,122,218817.89,1793.59,1070,2022-01-19,2024-12-23,373979.33,Weekend Family Diner,43,Male,Colaba,False
C00616,137,372543.68,2719.3,1088,2022-01-06,2024-12-28,1354640.99,Premium High Spender,47,Male,Vile Parle,False
C00617,147,95711.2,651.1,1094,2022-01-01,2024-12-29,146295.07,Late Night Delivery User,27,Male,Kandivali,False
C00618,182,121184.82,665.85,1083,2022-01-13,2024-12-30,277078.68,Late Night Delivery User,27,Male,Dadar,False
C00619,134,260960.73,1947.47,1085,2022-01-07,2024-12-26,966207.93,Weekend Family Diner,44,Male,Vile Parle,True
C00620,158,327192.74,2070.84,1091,2022-01-06,2024-12-31,1462108.2,Weekend Family Diner,38,Female,Malad,False
C00621,123,60425.5,491.26,1076,2022-01-06,2024-12-16,158715.09,Office Lunch Customer,35,Male,Santacruz,True
C00622,138,265522.7,1924.08,1092,2022-01-05,2024-12-31,403000.43,Weekend Family Diner,41,Female,Goregaon,True
C00623,118,23064.37,195.46,1091,2022-01-06,2024-12-31,59462.34,Student Budget Diner,21,Female,Vile Parle,False
C00624,134,27719.35,206.86,1080,2022-01-16,2024-12-30,108881.11,Student Budget Diner,19,Female,Powai,False
C00625,140,73737.6,526.7,1085,2022-01-12,2024-12-31,191945.03,Occasional Visitor,21,Male,Worli,True
C00626,136,252104.34,1853.71,1080,2022-01-13,2024-12-27,865047.44,Weekend Family Diner,31,Other,Juhu,True
C00627,124,55109.7,444.43,1079,2022-01-15,2024-12-28,184409.53,Office Lunch Customer,35,Male,Vile Parle,False
C00628,139,267735.99,1926.16,1089,2022-01-06,2024-12-29,634172.33,Weekend Family Diner,41,Female,Goregaon,False
C00629,152,77019.63,506.71,1069,2022-01-19,2024-12-22,147969.3,Occasional Visitor,25,Male,Andheri,False
C00630,129,83588.3,647.97,1089,2022-01-08,2024-12-31,233552.11,Late Night Delivery User,27,Male,Dadar,True
C00631,154,286781.67,1862.22,1093,2022-01-04,2024-12-31,541488.61,Weekend Family Diner,50,Female,Santacruz,False
C00632,142,415262.93,2924.39,1084,2022-01-07,2024-12-25,1109925.63,Premium High Spender,33,Other,Bandra,False
C00633,135,256287.56,1898.43,1087,2022-01-09,2024-12-30,502461.67,Weekend Family Diner,48,Male,Santacruz,True
C00634,139,95222.34,685.05,1085,2022-01-07,2024-12-26,291202.09,Late Night Delivery User,26,Male,Thane,True
C00635,168,77898.71,463.68,1081,2022-01-16,2024-12-31,213263.21,Office Lunch Customer,43,Female,Powai,False
C00636,137,60527.75,441.81,1068,2022-01-27,2024-12-29,162129.04,Office Lunch Customer,29,Male,Powai,True
C00637,125,225739.96,1805.92,1092,2022-01-05,2024-12-31,1007448.49,Weekend Family Diner,38,Female,Santacruz,True
C00638,160,34094.44,213.09,1093,2022-01-03,2024-12-30,151196.3,Student Budget Diner,18,Female,Kandivali,False
C00639,138,90701.86,657.26,1086,2022-01-09,2024-12-29,383051.26,Late Night Delivery User,18,Male,Thane,False
C00640,152,420031.59,2763.37,1088,2022-01-08,2024-12-30,1383571.08,Premium High Spender,37,Male,Colaba,False
C00641,106,23247.49,219.32,1089,2022-01-06,2024-12-29,91278.27,Student Budget Diner,29,Male,Worli,False
C00642,143,66590.71,465.67,1091,2022-01-03,2024-12-28,130344.51,Office Lunch Customer,32,Male,Santacruz,True
C00643,114,217808.14,1910.6,1081,2022-01-10,2024-12-25,908031.05,Weekend Family Diner,39,Female,Vile Parle,False
C00644,149,70249.83,471.48,1091,2022-01-04,2024-12-29,272220.13,Office Lunch Customer,38,Female,Santacruz,False
C00645,142,75544.5,532.0,1094,2022-01-02,2024-12-30,264145.96,Occasional Visitor,44,Male,Powai,False
C00646,123,231019.28,1878.21,1087,2022-01-06,2024-12-27,486670.18,Weekend Family Diner,34,Male,Powai,True
C00647,132,251646.67,1906.41,1090,2022-01-05,2024-12-29,975383.24,Weekend Family Diner,41,Male,Bandra,True
C00648,155,68317.54,440.76,1077,2022-01-20,2024-12-31,242725.56,Office Lunch Customer,18,Female,Malad,True
C00649,118,218469.56,1851.44,1094,2022-01-03,2024-12-31,911445.32,Weekend Family Diner,30,Male,Powai,False
C00650,161,313301.85,1945.97,1092,2022-01-05,2024-12-31,754503.84,Weekend Family Diner,40,Male,Dadar,False
C00651,161,69839.86,433.79,1089,2022-01-02,2024-12-25,255786.67,Office Lunch Customer,27,Male,Colaba,False
C00652,134,66934.91,499.51,1088,2022-01-09,2024-12-31,181005.66,Occasional Visitor,42,Female,Worli,False
C00653,129,25268.92,195.88,1092,2022-01-05,2024-12-31,57678.92,Student Budget Diner,21,Male,Santacruz,False
C00654,144,33082.82,229.74,1067,2022-01-24,2024-12-25,56544.19,Student Budget Diner,18,Male,Andheri,True
C00655,133,263860.19,1983.91,1090,2022-01-04,2024-12-28,1066982.68,Weekend Family Diner,27,Male,Vile Parle,False
C00656,134,26924.57,200.93,1088,2022-01-07,2024-12-29,75455.98,Student Budget Diner,27,Female,Worli,False
C00657,125,228905.7,1831.25,1082,2022-01-12,2024-12-28,465072.88,Weekend Family Diner,47,Female,Colaba,True
C00658,144,66363.55,460.86,1088,2022-01-09,2024-12-31,238892.64,Office Lunch Customer,34,Male,Malad,True
C00659,140,90248.01,644.63,1088,2022-01-09,2024-12-31,271676.42,Late Night Delivery User,33,Male,Borivali,True
C00660,142,69168.14,487.1,1081,2022-01-04,2024-12-19,186014.91,Occasional Visitor,30,Male,Dadar,False
C00661,126,29206.88,231.8,1048,2022-02-12,2024-12-25,51511.82,Student Budget Diner,18,Female,Malad,True
C00662,144,73576.74,510.95,1072,2022-01-16,2024-12-22,119767.44,Occasional Visitor,32,Male,Santacruz,False
C00663,127,236885.54,1865.24,1055,2022-02-11,2024-12-31,862335.4,Weekend Family Diner,46,Male,Borivali,True
C00664,165,109115.33,661.31,1091,2022-01-06,2024-12-31,485018.31,Late Night Delivery User,21,Male,Colaba,False
C00665,135,86345.59,639.6,1088,2022-01-08,2024-12-30,253495.25,Late Night Delivery User,25,Male,Bandra,True
C00666,140,91742.07,655.3,1094,2022-01-03,2024-12-31,259216.79,Late Night Delivery User,26,Female,Andheri,True
C00667,136,66609.87,489.78,1081,2022-01-14,2024-12-29,270809.36,Occasional Visitor,28,Female,Kandivali,True
C00668,136,257154.53,1890.84,1065,2022-01-18,2024-12-17,1084348.57,Weekend Family Diner,33,Female,Worli,True
C00669,147,73096.96,497.26,1091,2022-01-06,2024-12-31,109828.78,Occasional Visitor,39,Male,Juhu,False
C00670,147,280883.92,1910.77,1092,2022-01-05,2024-12-31,825829.4,Weekend Family Diner,37,Male,Kurla,False
C00671,106,23830.67,224.82,1073,2022-01-23,2024-12-30,39388.37,Student Budget Diner,18,Female,Worli,True
C00672,125,27643.75,221.15,1084,2022-01-09,2024-12-27,97076.23,Student Budget Diner,18,Female,Bandra,False
C00673,146,406512.41,2784.33,1091,2022-01-06,2024-12-31,770594.84,Premium High Spender,60,Female,Andheri,False
C00674,125,84258.82,674.07,1091,2022-01-06,2024-12-31,153060.43,Late Night Delivery User,25,Male,Kurla,False
C00675,139,270714.96,1947.59,1093,2022-01-03,2024-12-30,640174.9,Weekend Family Diner,40,Male,Dadar,False
C00676,154,32230.81,209.29,1089,2022-01-06,2024-12-29,77328.11,Student Budget Diner,23,Other,Colaba,False
C00677,172,456970.54,2656.81,1085,2022-01-08,2024-12-27,2056202.11,Premium High Spender,43,Male,Goregaon,True
C00678,140,64090.9,457.79,1094,2022-01-01,2024-12-29,122499.37,Office Lunch Customer,33,Male,Vile Parle,True
C00679,124,63651.12,513.32,1080,2022-01-05,2024-12-19,192955.15,Office Lunch Customer,36,Male,Colaba,False
C00680,158,441731.74,2795.77,1093,2022-01-04,2024-12-31,1205756.76,Premium High Spender,57,Male,Dadar,False
C00681,149,63587.2,426.76,1092,2022-01-03,2024-12-29,278440.89,Office Lunch Customer,36,Male,Kurla,False
C00682,149,84070.33,564.23,1056,2022-01-17,2024-12-07,194765.73,Occasional Visitor,21,Female,Borivali,False
C00683,150,430787.01,2871.91,1088,2022-01-09,2024-12-31,655409.12,Premium High Spender,40,Male,Andheri,True
C00684,122,57872.28,474.36,1063,2022-02-03,2024-12-31,156031.55,Office Lunch Customer,18,Female,Dadar,False
C00685,137,28284.2,206.45,1096,2022-01-01,2024-12-31,118736.68,Student Budget Diner,18,Male,Kandivali,False
C00686,125,339477.16,2715.82,1080,2022-01-15,2024-12-29,531985.43,Premium High Spender,36,Male,Kurla,False
C00687,145,394546.5,2721.01,1091,2022-01-04,2024-12-29,1210764.38,Premium High Spender,47,Male,Powai,True
C00688,146,69753.13,477.76,1092,2022-01-04,2024-12-30,179991.14,Office Lunch Customer,34,Male,Worli,False
C00689,148,288839.99,1951.62,1079,2022-01-16,2024-12-29,1252612.76,Weekend Family Diner,46,Male,Bandra,False
C00690,157,307506.67,1958.64,1084,2022-01-13,2024-12-31,569929.55,Weekend Family Diner,56,Male,Goregaon,False
C00691,141,272830.66,1934.97,1062,2022-02-04,2024-12-31,941375.85,Weekend Family Diner,40,Female,Dadar,False
C00692,143,66614.21,465.83,1090,2022-01-06,2024-12-30,181219.8,Office Lunch Customer,30,Female,Bandra,False
C00693,147,69849.85,475.17,1075,2022-01-18,2024-12-27,109164.38,Office Lunch Customer,28,Male,Borivali,False
C00694,130,67851.72,521.94,1060,2022-01-18,2024-12-12,193589.19,Occasional Visitor,50,Male,Kandivali,False
C00695,137,31146.23,227.34,1064,2022-01-30,2024-12-28,73510.29,Student Budget Diner,25,Female,Vile Parle,False
C00696,138,32467.12,235.27,1069,2022-01-12,2024-12-15,74009.83,Student Budget Diner,22,Male,Borivali,False
C00697,141,282316.71,2002.25,1088,2022-01-09,2024-12-31,481727.2,Weekend Family Diner,38,Male,Malad,False
C00698,134,250774.48,1871.45,1077,2022-01-19,2024-12-30,705208.86,Weekend Family Diner,23,Female,Goregaon,True
C00699,144,71161.88,494.18,1082,2022-01-02,2024-12-18,263997.61,Office Lunch Customer,43,Male,Goregaon,False
C00700,129,57816.06,448.19,1089,2022-01-06,2024-12-29,201015.79,Office Lunch Customer,24,Female,Goregaon,False
C00701,143,89112.91,623.17,1095,2022-01-02,2024-12-31,254065.96,Late Night Delivery User,36,Male,Malad,True
C00702,148,409364.76,2765.98,1076,2022-01-15,2024-12-25,1542153.13,Premium High Spender,56,Male,Powai,True
C00703,149,88635.39,594.87,1088,2022-01-06,2024-12-28,336570.94,Late Night Delivery User,32,Female,Colaba,True
C00704,140,87827.72,627.34,1088,2022-01-08,2024-12-30,174991.52,Late Night Delivery User,27,Female,Dadar,True
C00705,122,24032.94,196.99,1085,2022-01-10,2024-12-29,59209.27,Student Budget Diner,28,Male,Andheri,True
C00706,153,32499.25,212.41,1086,2022-01-09,2024-12-29,67928.48,Student Budget Diner,22,Female,Malad,True
C00707,142,32563.86,229.32,1089,2022-01-02,2024-12-25,115040.96,Student Budget Diner,19,Male,Kandivali,False
C00708,156,31575.52,202.41,1049,2022-02-17,2024-12-31,77266.35,Student Budget Diner,25,Other,Colaba,False
C00709,160,33164.75,207.28,1070,2022-01-11,2024-12-15,136323.85,Student Budget Diner,18,Other,Kurla,True
C00710,143,88518.93,619.01,1092,2022-01-05,2024-12-31,310713.45,Late Night Delivery User,19,Male,Colaba,True
