date,year,month,day,day_of_week,week_of_year,quarter,is_weekend,is_month_start,is_month_end,is_festival_day,festival_window,is_public_holiday,season,season_code,season_multiplier,temperature_c,rainfall_mm,humidity_pct,heavy_rain,is_promotion_day,discount_pct,online_delivery_active,delivery_growth_factor,staff_on_duty,competitor_nearby,lockdown_level,avg_order_value_inr,menu_item_count,google_rating,dow_effect,month_effect,yoy_growth,total_orders,orders_lag_1,orders_lag_7,orders_lag_30,orders_roll_7_mean,orders_roll_30_mean,orders_roll_7_std
2020-03-10,2020,3,10,1,11,1,0,0,0,1,1,1,Summer,0,0.85,30.004714104192058,0.5127121953612684,41.889825972228095,0,0,0.0,1,1.1686666666666667,10,0,0,400.9194369084586,43,4.0,0.82,1.0,1.05,234,184.0,101.0,196.0,148.71428571428572,151.96666666666667,39.8066756784766
2020-03-11,2020,3,11,2,11,1,0,0,0,0,1,0,Summer,0,0.85,27.14818956083955,18.55656046387431,47.913687915869325,0,0,0.0,1,1.1693333333333333,7,0,0,342.80376413012675,45,4.0,0.88,1.0,1.05,120,234.0,118.0,130.0,167.71428571428572,153.23333333333332,44.679280379590836
2020-03-12,2020,3,12,3,11,1,0,0,0,0,1,0,Summer,0,0.85,30.257231091142582,39.735011031952396,47.48436795253799,1,0,0.0,1,1.17,8,0,0,377.39850349368345,44,4.2,0.9,1.0,1.05,140,120.0,113.0,92.0,168.0,152.9,44.313278672048874
2020-03-13,2020,3,13,4,11,1,0,0,0,0,0,0,Summer,0,0.85,24.239797083570217,15.757269365677423,50.348857274919254,0,1,13.9,1,1.1706666666666667,9,0,0,438.2633464412141,43,4.0,1.0,1.0,1.05,204,140.0,142.0,122.0,171.85714285714286,154.5,39.65866265785471
2020-03-14,2020,3,14,5,11,1,1,0,0,0,0,0,Summer,0,0.85,23.59323512128969,19.226766022694783,39.00151235817346,0,0,0.0,1,1.1713333333333333,8,0,0,385.47241151332685,47,4.3,1.35,1.0,1.05,183,204.0,197.0,139.0,180.71428571428572,157.23333333333332,38.793101988688136
2020-03-15,2020,3,15,6,11,1,1,0,0,0,0,0,Summer,0,0.85,26.88890460220676,2.7704172270921132,33.41928068515561,0,0,0.0,1,1.172,11,0,0,501.60535543987675,45,4.3,1.25,1.0,1.05,190,183.0,186.0,207.0,178.71428571428572,158.7,38.16942181779492
2020-03-16,2020,3,16,0,12,1,0,0,0,0,0,0,Summer,0,0.85,27.768130897878613,32.34674354858788,49.29007097651073,1,0,0.0,1,1.1726666666666667,10,0,0,450.1769321470068,43,4.0,0.85,1.0,1.05,87,190.0,184.0,200.0,179.28571428571428,158.13333333333333,38.32629334940648
2020-03-17,2020,3,17,1,12,1,0,0,0,0,0,0,Summer,0,0.85,26.934610503811815,2.193080468413782,40.859018635173825,0,0,0.0,1,1.1733333333333333,8,0,0,366.10755397193634,44,3.8,0.82,1.0,1.05,106,87.0,234.0,188.0,165.42857142857142,154.36666666666667,51.58118889303582
2020-03-18,2020,3,18,2,12,1,0,0,0,0,0,0,Summer,0,0.85,22.865115799920247,30.247453182020514,34.90756067805681,1,0,0.0,1,1.174,8,0,0,358.073898952004,44,3.9,0.88,1.0,1.05,104,106.0,120.0,127.0,147.14285714285714,151.63333333333333,45.55739446540136
2020-03-19,2020,3,19,3,12,1,0,0,0,0,0,0,Summer,0,0.85,26.821759920974422,52.62813931989295,45.72531872979691,1,0,0.0,1,1.1746666666666667,7,0,0,342.31739205341233,47,4.0,0.9,1.0,1.05,93,104.0,140.0,108.0,144.85714285714286,150.86666666666667,47.50588935921014
2020-03-20,2020,3,20,4,12,1,0,0,0,0,0,0,Summer,0,0.85,24.391060998990294,12.438327816846819,48.96587844109339,0,0,0.0,1,1.1753333333333333,7,0,0,367.2718987866932,45,4.2,1.0,1.0,1.05,137,93.0,204.0,174.0,138.14285714285714,150.36666666666667,51.46334803018728
2020-03-21,2020,3,21,5,12,1,1,0,0,0,0,0,Summer,0,0.85,28.339345097660075,39.70909889426446,44.38971433939361,1,1,19.8,1,1.176,12,0,0,324.13122269761766,45,4.3,1.35,1.0,1.05,220,137.0,183.0,119.0,128.57142857142858,149.13333333333333,42.64917796338366
2020-03-22,2020,3,22,6,12,1,1,0,0,0,0,0,Summer,0,0.85,27.733196492193695,8.429003625594063,42.710758069087554,0,0,0.0,1,1.1766666666666667,10,0,0,416.9504393071761,43,4.1,1.25,1.0,1.05,162,220.0,190.0,149.0,133.85714285714286,152.5,51.82479641840876
2020-03-23,2020,3,23,0,13,1,0,0,0,0,0,0,Summer,0,0.85,25.12024042734529,3.004860724923195,44.20318883927047,0,0,0.0,1,1.1773333333333333,6,0,0,429.87521095403423,44,4.0,0.85,1.0,1.05,129,162.0,87.0,242.0,129.85714285714286,152.93333333333334,47.68447885643202
2020-03-24,2020,3,24,1,13,1,0,0,0,0,0,0,Summer,0,0.85,25.972266165326612,5.744683429928096,43.14708618799609,0,0,0.0,1,1.178,9,0,0,345.5565975009313,44,4.1,0.82,1.0,1.05,94,129.0,106.0,189.0,135.85714285714286,149.16666666666666,43.88404634727196
2020-03-25,2020,3,25,2,13,1,0,0,0,0,0,0,Summer,0,0.85,24.881572956222097,9.003212637616178,38.259764440299165,0,0,0.0,1,1.1786666666666668,8,0,0,360.371027840438,47,4.1,0.88,1.0,1.05,116,94.0,104.0,111.0,134.14285714285714,146.0,45.45117736439303
2020-03-26,2020,3,26,3,13,1,0,0,0,0,0,0,Summer,0,0.85,26.874641805453656,0.7588970221384388,41.42659661504784,0,0,0.0,1,1.1793333333333333,6,0,0,301.9543810293103,47,4.3,0.9,1.0,1.05,120,116.0,93.0,117.0,135.85714285714286,146.16666666666666,44.3374505785968
2020-03-27,2020,3,27,4,13,1,0,0,0,0,0,0,Summer,0,0.85,28.910284641002477,9.73769603394951,47.60639952506907,0,0,0.0,1,1.18,6,0,0,384.96248352524174,45,4.3,1.0,1.0,1.05,124,120.0,137.0,139.0,139.71428571428572,146.26666666666668,41.03946996780155
2020-03-28,2020,3,28,5,13,1,1,0,0,0,0,0,Summer,0,0.85,25.028547907328914,39.72720207875388,46.6083927068825,1,0,0.0,1,1.1806666666666668,11,0,0,430.579267398055,44,3.9,1.35,1.0,1.05,161,124.0,220.0,137.0,137.85714285714286,145.76666666666668,41.47460496668831
2020-03-29,2020,3,29,6,13,1,1,0,0,0,0,0,Summer,0,0.85,28.00809303103569,2.108539411153337,45.8402990298341,0,0,0.0,1,1.1813333333333333,8,0,0,422.5480943906308,43,4.2,1.25,1.0,1.05,187,161.0,162.0,145.0,129.42857142857142,146.56666666666666,24.534717869834363
2020-03-30,2020,3,30,0,14,1,0,0,0,0,0,0,Summer,0,0.85,25.93948476325512,15.73082436156245,40.0242575907331,0,0,0.0,1,1.182,10,0,0,361.32691799111427,46,4.0,0.85,1.0,1.05,137,187.0,129.0,189.0,133.0,147.96666666666667,31.02687007525342
2020-03-31,2020,3,31,1,14,1,0,0,1,0,0,0,Summer,0,0.85,25.414254335475313,23.848672389512572,44.09248418932167,0,1,13.4,1,1.1826666666666668,6,0,0,331.4896832491018,43,4.0,0.82,1.0,1.05,162,137.0,94.0,183.0,134.14285714285714,146.23333333333332,31.002304061841063
2020-04-01,2020,4,1,2,14,2,0,1,0,0,0,0,Summer,0,0.85,32.785939280090886,43.15633553838744,29.114674767785726,1,0,0.0,1,1.1833333333333333,10,0,3,390.0760093480269,47,4.3,0.88,0.95,1.05,13,162.0,116.0,115.0,143.85714285714286,145.53333333333333,26.679758690991108
2020-04-02,2020,4,2,3,14,2,0,0,0,0,0,1,Summer,0,0.85,30.92951535516125,48.33407541672298,40.89238331942695,1,0,0.0,1,1.184,6,0,3,368.84733593645507,43,4.1,0.9,0.95,1.05,20,13.0,120.0,101.0,129.14285714285714,142.13333333333333,56.42525608102734
2020-04-03,2020,4,3,4,14,2,0,0,0,0,0,0,Summer,0,0.85,31.892701389305635,11.055220830854315,47.14428853906784,0,0,0.0,1,1.1846666666666668,7,0,3,382.5988748622133,44,4.2,1.0,0.95,1.05,16,20.0,124.0,118.0,114.85714285714286,139.43333333333334,70.12234206829407
2020-04-04,2020,4,4,5,14,2,1,0,0,0,0,0,Summer,0,0.85,30.6042442148223,56.78608177289034,32.62933933978947,1,0,0.0,1,1.1853333333333333,8,0,3,428.5993126981819,45,4.2,1.35,0.95,1.05,45,16.0,161.0,113.0,99.42857142857143,136.03333333333333,79.08404209627692
2020-04-05,2020,4,5,6,14,2,1,0,0,0,0,0,Summer,0,0.85,36.92945026583278,21.239568355862602,37.070361633411224,0,0,0.0,1,1.186,12,0,3,464.9370914838305,46,4.1,1.25,0.95,1.05,61,45.0,187.0,142.0,82.85714285714286,133.76666666666668,76.13021426352029
2020-04-06,2020,4,6,0,15,2,0,0,0,0,0,0,Summer,0,0.85,33.070527103943455,2.645177617212844,41.64553389355065,0,1,12.5,1,1.1866666666666668,6,0,3,372.07976389500215,45,4.1,0.85,0.95,1.05,44,61.0,137.0,197.0,64.85714285714286,131.06666666666666,60.74380234895989
2020-04-07,2020,4,7,1,15,2,0,0,0,0,0,0,Summer,0,0.85,31.60054898401483,9.719742482074805,46.26421317213742,0,0,0.0,1,1.1873333333333334,6,0,3,377.7144737260076,46,4.1,0.82,0.95,1.05,14,44.0,162.0,186.0,51.57142857142857,125.96666666666667,51.85510949706268
2020-04-08,2020,4,8,2,15,2,0,0,0,0,0,0,Summer,0,0.85,33.42795982146844,19.00534918381878,37.758876918499254,0,0,0.0,1,1.188,6,0,3,430.7368812260872,46,3.9,0.88,0.95,1.05,19,14.0,13.0,184.0,30.428571428571427,120.23333333333333,19.24280941769396
2020-04-09,2020,4,9,3,15,2,0,0,0,0,0,0,Summer,0,0.85,32.77534390061834,4.262131499696938,36.53874835367052,0,0,0.0,1,1.1886666666666668,10,0,3,386.81074116226245,44,4.2,0.9,0.95,1.05,22,19.0,20.0,234.0,31.285714285714285,114.73333333333333,18.45457744223383
2020-04-10,2020,4,10,4,15,2,0,0,0,0,0,1,Summer,0,0.85,32.55806080093355,15.350423286920293,30.155384287919585,0,1,16.8,1,1.1893333333333334,6,0,3,388.59850755161676,44,4.0,1.0,0.95,1.05,99,22.0,16.0,120.0,31.571428571428573,107.66666666666667,18.265241515485766
2020-04-11,2020,4,11,5,15,2,1,0,0,0,0,0,Summer,0,0.85,34.22833340008685,16.476206182784445,40.517190646540534,0,0,0.0,1,1.19,11,0,3,444.2777043354655,47,3.9,1.35,0.95,1.05,93,99.0,45.0,140.0,43.42857142857143,106.96666666666667,29.78174576737166
2020-04-12,2020,4,12,6,15,2,1,0,0,0,0,0,Summer,0,0.85,34.51501542009461,2.663588156977644,50.21038020071872,0,0,0.0,1,1.1906666666666668,11,0,3,346.3232368427383,47,4.2,1.25,0.95,1.05,52,93.0,61.0,204.0,50.285714285714285,105.4,35.23120910837542
2020-04-13,2020,4,13,0,16,2,0,0,0,0,0,0,Summer,0,0.85,31.938997704778945,12.489080815629869,41.38679230982338,0,0,0.0,1,1.1913333333333334,10,0,3,422.19339053277315,46,4.0,0.85,0.95,1.05,28,52.0,44.0,183.0,49.0,100.33333333333333,34.938040395343386
2020-04-14,2020,4,14,1,16,2,0,0,0,0,0,0,Summer,0,0.85,31.84836351871064,22.151619480620937,39.888605104081435,0,0,0.0,1,1.192,7,0,3,375.40704965370674,47,4.3,0.82,0.95,1.05,0,28.0,14.0,190.0,46.714285714285715,95.16666666666667,35.83161679166516
2020-04-15,2020,4,15,2,16,2,0,0,0,0,0,0,Summer,0,0.85,32.449896605696715,10.36411417739904,41.61041155383493,0,0,0.0,1,1.1926666666666668,9,0,3,367.9218091639689,44,4.3,0.88,0.95,1.05,13,0.0,19.0,87.0,44.714285714285715,88.83333333333333,38.2697194733827
2020-04-16,2020,4,16,3,16,2,0,0,0,0,0,0,Summer,0,0.85,28.39615767052883,0.18265433831550498,39.94453998025699,0,0,0.0,1,1.1933333333333334,8,0,3,381.2539338995831,47,4.0,0.9,0.95,1.05,39,13.0,22.0,106.0,43.857142857142854,86.36666666666666,39.00183145882813
2020-04-17,2020,4,17,4,16,2,0,0,0,0,0,0,Summer,0,0.85,29.969617875602896,0.13619345776356429,35.93492813869935,0,0,0.0,1,1.194,9,0,3,356.2006735217173,46,4.3,1.0,0.95,1.05,39,39.0,99.0,104.0,46.285714285714285,84.13333333333334,37.928504169969685
2020-04-18,2020,4,18,5,16,2,1,0,0,0,0,0,Summer,0,0.85,35.73374853488905,6.624842877301601,44.116399578388524,0,0,0.0,1,1.1946666666666665,10,0,3,429.0811544155578,45,4.0,1.35,0.95,1.05,73,39.0,93.0,93.0,37.714285714285715,81.96666666666667,29.976181020460334
2020-04-19,2020,4,19,6,16,2,1,0,0,0,0,0,Summer,0,0.85,36.28993542700257,39.09474265578603,41.12880761555877,1,0,0.0,1,1.1953333333333334,12,0,3,396.3249573462763,43,4.1,1.25,0.95,1.05,61,73.0,52.0,137.0,34.857142857142854,81.3,24.231030872474957
2020-04-20,2020,4,20,0,17,2,0,0,0,0,0,0,Summer,0,0.85,32.50192792088724,3.8947165644587542,40.08806625966829,0,0,0.0,1,1.196,7,0,3,420.9708903493748,47,4.2,0.85,0.95,1.05,21,61.0,28.0,220.0,36.142857142857146,78.76666666666667,25.497899073116486
2020-04-21,2020,4,21,1,17,2,0,0,0,0,0,0,Summer,0,0.85,34.15311392611153,15.0917418758283,35.12316986360875,0,0,0.0,1,1.1966666666666668,8,0,3,365.456475455158,44,4.4,0.82,0.95,1.05,18,21.0,0.0,162.0,35.142857142857146,72.13333333333334,26.00274710761989
2020-04-22,2020,4,22,2,17,2,0,0,0,0,0,0,Summer,0,0.85,33.62250030908707,3.766894195957646,46.517539659673794,0,0,0.0,1,1.1973333333333334,8,0,3,354.69664629110264,45,4.2,0.88,0.95,1.05,17,18.0,13.0,129.0,37.714285714285715,67.33333333333333,22.617944835271977
2020-04-23,2020,4,23,3,17,2,0,0,0,0,0,0,Summer,0,0.85,39.15776161691048,5.8218205281983355,43.32351372666555,0,0,0.0,1,1.198,9,0,3,333.00296737122903,44,4.1,0.9,0.95,1.05,35,17.0,39.0,94.0,38.285714285714285,63.6,21.929540850294604
2020-04-24,2020,4,24,4,17,2,0,0,0,0,0,0,Summer,0,0.85,35.23914982286915,28.262275526311882,37.23539581316349,0,0,0.0,1,1.1986666666666665,8,0,3,380.75103156594565,47,4.1,1.0,0.95,1.05,26,35.0,39.0,116.0,37.714285714285715,61.63333333333333,21.95992020108618
2020-04-25,2020,4,25,5,17,2,1,0,0,0,0,0,Summer,0,0.85,32.74416481703847,19.576879584395957,45.009124268409685,0,0,0.0,1,1.1993333333333334,12,0,3,427.4842840050037,46,3.9,1.35,0.95,1.05,74,26.0,73.0,120.0,35.857142857142854,58.63333333333333,22.378773956798913
2020-04-26,2020,4,26,6,17,2,1,0,0,0,0,0,Summer,0,0.85,31.088919118799147,1.5039243455500346,37.51214580807397,0,0,0.0,1,1.2,12,0,3,435.53698454710025,43,4.3,1.25,0.95,1.05,93,74.0,61.0,124.0,36.0,57.1,22.65686062395474
2020-04-27,2020,4,27,0,18,2,0,0,0,0,0,0,Summer,0,0.85,29.787107359484857,8.397665261702679,36.08998253744482,0,0,0.0,1,1.2006666666666668,10,0,3,328.90992449979484,43,4.2,0.85,0.95,1.05,13,93.0,21.0,161.0,40.57142857142857,56.06666666666667,30.43494232433655
2020-04-28,2020,4,28,1,18,2,0,0,0,0,0,0,Summer,0,0.85,33.406927271734446,0.44405489703378204,36.20148441259857,0,0,0.0,1,1.2013333333333334,9,0,3,305.95275204753705,45,4.1,0.82,0.95,1.05,0,13.0,18.0,187.0,39.42857142857143,51.13333333333333,31.42640685186624
2020-04-29,2020,4,29,2,18,2,0,0,0,0,0,0,Summer,0,0.85,31.487298509431394,9.834596319537086,31.144657234559546,0,1,12.5,1,1.202,7,0,3,370.0236521002624,43,4.2,0.88,0.95,1.05,71,0.0,17.0,137.0,36.857142857142854,44.9,34.09510508087881
2020-04-30,2020,4,30,3,18,2,0,0,1,0,0,0,Summer,0,0.85,30.15549258080465,16.289914003433182,42.357711902091026,0,0,0.0,1,1.2026666666666666,9,0,3,429.3856744750603,46,3.8,0.9,0.95,1.05,40,71.0,35.0,162.0,44.57142857142857,42.7,34.95166730814177
2020-05-01,2020,5,1,4,18,2,0,1,0,0,0,0,Summer,0,0.85,34.706854231514946,2.522665068739168,35.84427560830825,0,0,0.0,1,1.2033333333333334,10,0,3,328.94585510440413,44,3.9,1.0,0.88,1.05,26,40.0,26.0,13.0,45.285714285714285,38.63333333333333,34.774100926380164
2020-05-02,2020,5,2,5,18,2,1,0,0,0,0,0,Summer,0,0.85,33.83690399277121,6.818420646540689,38.857780843671186,0,0,0.0,1,1.204,11,0,3,483.57765134246796,46,4.4,1.35,0.88,1.05,45,26.0,74.0,20.0,45.285714285714285,39.06666666666667,34.774100926380164
2020-05-03,2020,5,3,6,18,2,1,0,0,0,0,0,Summer,0,0.85,39.37428327014513,10.144529685657007,34.62205995460734,0,0,0.0,1,1.2046666666666668,12,0,3,431.3564423494552,45,4.1,1.25,0.88,1.05,59,45.0,93.0,16.0,41.142857142857146,39.9,32.43161303126167
2020-05-04,2020,5,4,0,19,2,0,0,0,0,0,0,Summer,0,0.85,37.7632795138989,50.3976713659422,44.569651536045534,1,0,0.0,1,1.2053333333333334,6,0,3,369.7174838179668,45,4.2,0.85,0.88,1.05,10,59.0,13.0,45.0,36.285714285714285,41.333333333333336,25.08461869827948
2020-05-05,2020,5,5,1,19,2,0,0,0,0,0,0,Summer,0,0.85,35.98405471736677,99.97912151804701,44.24839769864064,1,0,0.0,1,1.206,6,0,3,354.0980521381689,43,4.0,0.82,0.88,1.05,0,10.0,0.0,61.0,35.857142857142854,40.166666666666664,25.569699329665593
2020-05-06,2020,5,6,2,19,2,0,0,0,0,0,0,Summer,0,0.85,38.95988827778005,0.9190212436336548,43.36651893406818,0,1,26.8,1,1.2066666666666666,8,0,3,261.0192792230001,46,4.0,0.88,0.88,1.05,61,0.0,71.0,44.0,35.857142857142854,38.13333333333333,25.569699329665593
2020-05-07,2020,5,7,3,19,2,0,0,0,0,0,1,Summer,0,0.85,36.154736615295235,28.62649760601149,39.78711152664712,0,0,0.0,1,1.2073333333333334,7,0,3,409.509140636984,44,4.4,0.9,0.88,1.05,53,61.0,40.0,14.0,34.42857142857143,38.7,23.47237484687815
2020-05-08,2020,5,8,4,19,2,0,0,0,0,0,0,Summer,0,0.85,34.27743159734347,9.29551648610978,39.1388312328168,0,0,0.0,1,1.208,6,0,3,338.9757455424959,46,4.1,1.0,0.88,1.05,35,53.0,26.0,19.0,36.285714285714285,40.0,24.479340171623754
2020-05-09,2020,5,9,5,19,2,1,0,0,0,0,0,Summer,0,0.85,39.04624815453931,9.966685537683462,47.32184931773287,0,0,0.0,1,1.2086666666666668,12,0,3,388.807732970496,44,4.2,1.35,0.88,1.05,94,35.0,45.0,22.0,37.57142857142857,40.53333333333333,24.08220050062615
2020-05-10,2020,5,10,6,19,2,1,0,0,0,0,0,Summer,0,0.85,37.07782008736932,28.070029019906837,42.24724034145756,0,0,0.0,1,1.2093333333333334,11,0,3,459.6770523954782,44,4.1,1.25,0.88,1.05,72,94.0,59.0,99.0,44.57142857142857,42.93333333333333,32.31540985792525
2020-05-11,2020,5,11,0,20,2,0,0,0,0,0,0,Summer,0,0.85,33.925507691347086,50.12499985674345,46.58179160768072,1,0,0.0,1,1.21,9,0,3,294.6806621331309,46,4.1,0.85,0.88,1.05,0,72.0,10.0,93.0,46.42857142857143,42.03333333333333,33.62963545672715
2020-05-12,2020,5,12,1,20,2,0,0,0,0,0,0,Summer,0,0.85,35.61932264383278,60.28957573174412,40.57375656937889,1,0,0.0,1,1.2106666666666666,8,0,3,309.0560875732733,47,4.1,0.82,0.88,1.05,0,0.0,0.0,52.0,45.0,38.93333333333333,35.59026084010407
2020-05-13,2020,5,13,2,20,2,0,0,0,0,0,0,Summer,0,0.85,34.248763493230484,17.213458868909274,45.90531371385541,0,0,0.0,1,1.2113333333333334,9,0,3,369.2746302596767,46,3.8,0.88,0.88,1.05,19,0.0,61.0,28.0,45.0,37.2,35.59026084010407
2020-05-14,2020,5,14,3,20,2,0,0,0,0,0,0,Summer,0,0.85,33.23440053807133,8.83598001298828,51.51639018658032,0,0,0.0,1,1.212,6,0,3,381.7313771601941,44,4.2,0.9,0.88,1.05,9,19.0,53.0,0.0,39.0,36.9,35.981476716036056
2020-05-15,2020,5,15,4,20,2,0,0,0,0,0,0,Summer,0,0.85,37.85235509506328,30.980886191541973,47.930829001963914,1,0,0.0,1,1.2126666666666668,9,0,3,389.38938591875694,45,4.0,1.0,0.88,1.05,16,9.0,35.0,13.0,32.714285714285715,37.2,36.958148788930686
2020-05-16,2020,5,16,5,20,2,1,0,0,0,0,0,Summer,0,0.85,39.81883328094026,5.780362845575456,42.9379309089176,0,1,24.2,1,1.2133333333333334,8,0,3,359.52806026414993,45,4.4,1.35,0.88,1.05,96,16.0,94.0,39.0,30.0,37.3,37.45664160065577
2020-05-17,2020,5,17,6,20,2,1,0,0,0,0,0,Summer,0,0.85,33.20286485236172,16.60565681903547,46.285994851779634,0,0,0.0,1,1.214,8,0,3,521.2147867456677,43,4.0,1.25,0.88,1.05,51,96.0,72.0,39.0,30.285714285714285,39.2,38.029437219581254
2020-05-18,2020,5,18,0,21,2,0,0,0,0,0,0,Summer,0,0.85,37.12593847338114,8.88136823753307,43.796674127348936,0,0,0.0,1,1.2146666666666666,7,0,3,360.88429764936666,45,4.0,0.85,0.88,1.05,8,51.0,0.0,73.0,27.285714285714285,39.6,34.88893943985789
2020-05-19,2020,5,19,1,21,2,0,0,0,0,0,0,Summer,0,0.85,34.69871486175634,21.378996459755875,45.03940092347364,0,0,0.0,1,1.2153333333333334,8,0,3,360.7685539158911,47,4.5,0.82,0.88,1.05,0,8.0,0.0,61.0,28.428571428571427,37.43333333333333,33.96496794668035
2020-05-20,2020,5,20,2,21,2,0,0,0,0,0,0,Summer,0,0.85,35.02574923247061,5.499237377770193,43.37194473925748,0,0,0.0,1,1.216,10,0,3,338.1205332474449,44,4.2,0.88,0.88,1.05,16,0.0,19.0,21.0,28.428571428571427,35.4,33.96496794668035
2020-05-21,2020,5,21,3,21,2,0,0,0,0,0,0,Summer,0,0.85,34.81521215152226,4.253791345688852,44.17832397057305,0,0,0.0,1,1.2166666666666668,6,0,3,374.95627266084284,46,4.0,0.9,0.88,1.05,22,16.0,9.0,18.0,28.0,35.233333333333334,34.12232895529421
2020-05-22,2020,5,22,4,21,2,0,0,0,0,0,0,Summer,0,0.85,34.27201846064037,50.07911963579374,46.060466765370876,1,0,0.0,1,1.2173333333333334,8,0,3,394.598449281871,46,4.1,1.0,0.88,1.05,30,22.0,16.0,17.0,29.857142857142858,35.36666666666667,33.25872603006365
2020-05-23,2020,5,23,5,21,2,1,0,0,0,1,0,Summer,0,0.85,36.09704325588965,2.1473323740758357,40.033206502090245,0,0,0.0,1,1.218,12,0,3,468.1431221813384,47,3.9,1.35,0.88,1.05,89,30.0,96.0,35.0,31.857142857142858,35.8,32.70284682525616
2020-05-24,2020,5,24,6,21,2,1,0,0,0,1,0,Summer,0,0.85,34.33809976717792,14.102691168196353,39.920605865050106,0,0,0.0,1,1.2186666666666666,11,0,3,360.4286294223913,45,4.1,1.25,0.88,1.05,96,89.0,51.0,26.0,30.857142857142858,37.6,30.443546505121578
2020-05-25,2020,5,25,0,22,2,0,0,0,1,1,0,Summer,0,0.85,36.54091365155968,4.991105377810502,38.05728723084395,0,0,0.0,1,1.2193333333333334,11,0,3,440.160186465772,44,4.0,0.85,0.88,1.05,75,96.0,8.0,74.0,37.285714285714285,39.93333333333333,38.96457487562353
2020-05-26,2020,5,26,1,22,2,0,0,0,0,1,0,Summer,0,0.85,35.89952378110173,0.794159874277333,36.99864447748145,0,0,0.0,1,1.22,8,0,3,387.86814443236574,45,4.4,0.82,0.88,1.05,31,75.0,0.0,93.0,46.857142857142854,39.96666666666667,38.80046636931274
2020-05-27,2020,5,27,2,22,2,0,0,0,0,1,0,Summer,0,0.85,35.52210390626718,0.733670112226542,38.913586538897604,0,1,23.0,1,1.2206666666666668,8,0,3,347.4823013837814,43,4.2,0.88,0.88,1.05,79,31.0,16.0,13.0,51.285714285714285,37.9,34.03779412023358
2020-05-28,2020,5,28,3,22,2,0,0,0,0,0,0,Summer,0,0.85,34.18487267591681,3.852814869166537,45.79731253402065,0,0,0.0,1,1.2213333333333334,9,0,3,370.2619463121816,45,4.2,0.9,0.88,1.05,27,79.0,22.0,0.0,60.285714285714285,40.1,31.37788119952347
2020-05-29,2020,5,29,4,22,2,0,0,0,0,0,0,Summer,0,0.85,34.84645733886333,40.313619637414455,40.53606242254058,1,0,0.0,1,1.222,9,0,3,391.6969587812841,43,4.2,1.0,0.88,1.05,2,27.0,30.0,71.0,61.0,41.0,30.40285074352919
2020-05-30,2020,5,30,5,22,2,1,0,0,0,0,0,Summer,0,0.85,37.510782451651515,6.639054133360989,47.56807232115548,0,0,0.0,1,1.2226666666666666,10,0,3,387.641444282968,46,4.3,1.35,0.88,1.05,74,2.0,89.0,40.0,57.0,38.7,36.40970566575135
2020-05-31,2020,5,31,6,22,2,1,0,1,0,0,0,Summer,0,0.85,37.00183437524876,60.099162250715196,45.17356874376281,1,0,0.0,1,1.2233333333333334,9,0,3,482.3162172927343,44,4.0,1.25,0.88,1.05,51,74.0,96.0,26.0,54.857142857142854,39.833333333333336,34.609384909436095
2020-06-01,2020,6,1,0,23,2,0,1,0,0,0,0,Monsoon,1,1.15,32.044889510402896,104.56447790086365,60.15747893280973,1,0,0.0,1,1.224,6,0,3,409.7051241191772,43,4.1,0.85,1.05,1.05,34,51.0,75.0,45.0,48.42857142857143,40.666666666666664,29.494955178002208
2020-06-02,2020,6,2,1,23,2,0,0,0,0,0,0,Monsoon,1,1.15,34.19866461085845,68.85487317781052,73.27487792110846,1,0,0.0,1,1.2246666666666666,9,0,3,316.2028885173931,45,4.0,0.82,1.05,1.05,23,34.0,31.0,59.0,42.57142857142857,40.3,27.33042957862826
2020-06-03,2020,6,3,2,23,2,0,0,0,0,0,0,Monsoon,1,1.15,35.50277424674358,104.12545214329239,74.05399322795854,1,1,20.2,1,1.2253333333333334,7,0,3,286.5958780753298,45,4.4,0.88,1.05,1.05,108,23.0,79.0,10.0,41.42857142857143,39.1,28.052671547507877
2020-06-04,2020,6,4,3,23,2,0,0,0,0,0,0,Monsoon,1,1.15,30.66118943775726,87.25372307941039,65.03068662582574,1,0,0.0,1,1.226,9,0,3,328.12312999572373,46,3.8,0.9,1.05,1.05,49,108.0,27.0,0.0,45.57142857142857,42.36666666666667,35.64106780507133
2020-06-05,2020,6,5,4,23,2,0,0,0,0,0,0,Monsoon,1,1.15,35.08672038475987,170.6436442259218,72.10095771447496,1,0,0.0,1,1.2266666666666666,8,0,3,397.1187988358611,47,4.0,1.0,1.05,1.05,84,49.0,2.0,61.0,48.714285714285715,44.0,34.687722543258346
2020-06-06,2020,6,6,5,23,2,1,0,0,0,0,0,Monsoon,1,1.15,32.6747524821083,39.83722180784717,65.71750881295401,1,0,0.0,1,1.2273333333333334,9,0,3,368.6108893433013,47,4.1,1.35,1.05,1.05,169,84.0,74.0,53.0,60.42857142857143,44.766666666666666,29.78174576737168
2020-06-07,2020,6,7,6,23,2,1,0,0,0,0,0,Monsoon,1,1.15,35.14119733718632,52.25842470271519,70.48835188374167,1,0,0.0,1,1.228,12,0,3,406.75902663167676,45,4.1,1.25,1.05,1.05,142,169.0,51.0,35.0,74.0,48.63333333333333,51.048996072400705
